AAPL,META,MSFT
13.491443634033203,24.21586799621582,29.15857315063477
13.219706535339355,23.519153594970703,28.278959274291992
12.813629150390623,23.787887573242188,27.53088760375977
12.236642837524414,24.046669006347656,28.23784828186035
12.864352226257324,24.295494079589844,27.900798797607425
12.98300552368164,25.3604793548584,28.23784828186035
13.13947296142578,26.156723022460938,29.734020233154297
13.0629301071167,25.75859832763672,25.81277847290039
13.479455947875977,34.19882583618164,25.80454444885254
13.910737991333008,36.62737274169922,26.17447662353516
14.301749229431152,38.3691635131836,25.96074104309082
14.461471557617188,38.040714263916016,27.02120780944824
15.54354190826416,36.906063079833984,26.325801849365234
15.563034057617188,38.3691635131836,26.814239501953125
15.189862251281738,40.35977935791016,27.335786819458008
15.430907249450684,41.584014892578125,25.82909202575684
15.305593490600586,43.39547348022461,26.814239501953125
13.92801570892334,42.31058883666992,27.153661727905277
14.463018417358398,47.26723098754883,27.1453800201416
15.045049667358398,50.153621673583984,27.12881851196289
15.148402214050291,50.04413986206055,28.080854415893555
14.881675720214844,46.91886901855469,27.327510833740234
15.348912239074709,49.27774810791016,28.51963233947754
15.746522903442385,53.96566009521485,28.941823959350582
16.458831787109375,52.20396423339844,27.91529083251953
16.24192237854004,48.78009796142578,29.42198944091797
16.25893783569336,49.874942779541016,30.33262252807617
16.154674530029297,45.98328399658203,31.119081497192383
16.339555740356445,48.78009796142578,31.3260555267334
16.219724655151367,46.480934143066406,31.196605682373047
16.99221420288086,46.27191925048828,31.363435745239254
17.58480453491211,48.39192962646485,32.481163024902344
17.601919174194336,50.014286041259766,31.78883934020996
17.351381301879883,53.55758285522461,30.771202087402344
17.087446212768555,54.8614387512207,30.696128845214844
17.43199348449707,55.179935455322266,31.10485076904297
16.837217330932617,54.30406951904297,30.78787612915039
16.698402404785156,56.95158767700195,29.63677215576172
17.347026824951172,57.32980346679688,30.66277503967285
17.164955139160156,57.2402229309082,29.970436096191406
15.764071464538574,54.881343841552734,30.254037857055664
15.609393119812012,61.19160079956055,30.42920684814453
16.271102905273438,64.01828002929688,30.49594116210937
17.046018600463867,67.01416778564453,31.37178039550781
16.63022804260254,69.3033676147461,31.724681854248047
16.198148727416992,68.93511962890625,31.48935890197754
16.63304328918457,68.47726440429688,32.279327392578125
16.62302589416504,71.69210815429688,31.78351783752441
16.427961349487305,67.40232849121094,31.682662963867188
16.553518295288086,66.65585327148438,33.89287567138672
16.90043067932129,60.106712341308594,33.43907165527344
16.95897674560547,62.32625198364258,34.808895111083984
16.389766693115234,56.68285751342773,33.44747543334961
16.26891326904297,58.25544357299805,32.95164489746094
16.435789108276367,58.66351318359375,33.62395477294922
17.77678871154785,60.5844612121582,33.49789047241211
18.47562789916992,59.49957656860352,33.95170211791992
18.610885620117188,58.25544357299805,32.82558822631836
18.66508674621582,59.549346923828125,33.59033966064453
18.812440872192383,57.747833251953125,33.70882034301758
19.119728088378903,60.236106872558594,33.93732452392578
20.00476455688477,63.53058242797852,34.14044570922852
20.30198097229004,63.04288101196289,34.1235237121582
20.77205467224121,65.46147155761719,34.79209899902344
20.320240020751957,63.88888931274414,35.12217330932617
20.035932540893555,64.19743347167969,35.274513244628906
20.033735275268555,66.81510162353516,35.30835723876953
20.602344512939453,66.1382827758789,35.46070098876953
21.02330017089844,64.66523742675781,35.26604080200195
21.007871627807617,66.85490417480469,35.92616653442383
20.703718185424805,69.07444763183594,37.948875427246094
21.52579689025879,74.83729553222656,37.661128997802734
21.069581985473636,72.30921173095703,36.52706146240234
20.92852783203125,72.13005065917969,36.171607971191406
21.25633430480957,72.48836517333984,36.83173751831055
21.96288299560547,74.24010467529297,38.17738342285156
22.44129943847656,74.2201919555664,38.44989776611328
22.647289276123047,73.5135269165039,38.21995162963867
21.73253059387207,75.59371948242188,38.54357147216797
22.37042999267578,77.0667953491211,39.88911056518555
22.33941650390625,75.7231216430664,39.82098388671875
22.383712768554688,76.43973541259766,40.07645797729492
22.315053939819336,78.42040252685547,39.52290725708008
22.126789093017575,76.71842193603516,38.9693717956543
22.32612609863281,77.1563491821289,39.838008880615234
21.87207794189453,73.24479675292969,37.24061584472656
22.095779418945312,76.58903503417969,37.53868103027344
23.30511283874512,80.29158782958984,39.284461975097656
23.69493103027344,73.76236724853516,39.2163314819336
24.111330032348636,74.47898864746094,40.75774002075195
24.402740478515625,74.26000213623047,41.617862701416016
25.357044219970703,73.8917465209961,42.120304107666016
25.90872383117676,73.404052734375,41.11763000488281
26.45594596862793,77.33551025390625,40.971954345703125
25.69072914123535,74.88705444335938,41.85464859008789
24.903247833251957,75.82264709472656,40.19210815429688
23.74650764465332,74.33963775634766,38.700965881347656
25.12347984313965,81.06791687011719,41.11763000488281
25.33924865722656,79.6446304321289,40.6634521484375
23.63528060913086,76.82791900634766,39.7036361694336
24.91659545898437,77.37533569335938,40.44063568115234
23.7620849609375,73.70264434814453,38.97520065307617
25.003347396850582,77.2857437133789,40.38921356201172
25.650680541992188,75.88236236572266,35.298797607421875
26.39365768432617,75.04631042480469,35.650146484375
26.736791610717773,74.09081268310547,36.30145263671875
28.38047981262207,75.38471221923828,37.59547424316406
28.92093849182129,79.52520751953125,37.85440826416016
29.126392364501957,80.0328140258789,38.02701568603516
28.70653533935547,80.5205078125,37.16394805908203
27.806528091430664,77.18622589111328,36.27497100830078
27.9047908782959,77.70378112792969,35.86933135986328
28.11696052551269,83.40690612792969,37.00859069824219
27.746227264404297,82.62062072753906,35.567237854003906
27.748464584350582,81.28689575195312,35.14435195922852
28.049949645996094,81.89404296875,35.74850082397461
28.20628547668457,83.12821197509766,35.94701385498047
28.49660873413086,82.70023345947266,37.034481048583984
29.09513282775879,81.14755249023438,41.31532669067383
27.949460983276367,78.40049743652344,41.97990036010742
27.918193817138672,77.733642578125,39.94303512573242
28.227670669555664,77.09664154052734,40.86651992797852
29.19647789001465,80.50059509277344,41.43616485595703
29.723485946655277,80.16219329833984,40.7411994934082
29.216665267944336,78.81853485107422,40.70647430419922
29.01034164428711,81.66512298583984,40.272117614746094
28.90269470214844,81.77459716796875,40.48929214477539
28.61564064025879,80.67975616455078,39.81171417236328
28.617883682250977,84.34249114990234,40.15918731689453
28.42502212524414,87.59715270996094,39.31654739379883
28.355499267578125,86.88053894042969,38.56950759887695
26.92695617675781,85.47714233398438,38.67374801635742
28.44072151184082,89.33894348144531,39.75090789794922
29.322065353393555,97.928466796875,41.0713005065918
27.53246688842773,93.7282485961914,39.39475631713867
27.20280265808105,93.56901550292967,40.567474365234375
25.93598175048828,94.6738052368164,40.49797058105469
25.96076202392578,93.74817657470705,40.60222244262695
26.244609832763672,94.72356414794922,41.33340072631836
23.23042869567871,81.70492553710938,36.44545364379883
25.521472930908203,90.58308410644533,38.412872314453125
24.863672256469727,87.73649597167969,38.03688049316406
25.359277725219727,91.5485382080078,37.85324478149414
26.224340438842773,93.01163482666016,38.73639678955078
25.546260833740234,92.52392578125,38.38664627075195
25.32999420166016,88.7915267944336,37.85324478149414
24.865922927856445,91.63810729980467,39.84690475463867
24.667680740356445,92.03623962402344,41.49079132080078
24.8276309967041,93.62872314453124,40.8174934387207
25.62961196899414,96.54498291015624,41.77059555053711
25.969776153564453,103.28321838378906,47.436790466308594
26.920434951782227,101.49166870117188,46.02898788452149
27.35693359375,108.24983215332033,47.55046081542969
26.268722534179688,108.4986343383789,46.91212844848633
25.721216201782227,104.63684844970705,46.62973403930664
26.63974952697754,106.44830322265624,47.703704833984375
26.76418685913086,103.75101470947266,47.84456253051758
26.929338455200195,105.68191528320312,49.21783065795898
26.28229331970215,104.92548370361328,48.6544303894043
25.189558029174805,106.2890625,49.4115104675293
24.259714126586918,105.01506805419922,48.72486114501953
24.601327896118164,106.7568588256836,49.78122329711914
23.23710250854492,102.24810791015624,48.46077728271485
22.291414260864254,97.05259704589844,46.03993225097656
21.974681854248047,94.52449798583984,44.8867416381836
22.94525718688965,97.48057556152344,46.0311279296875
21.28691291809082,108.59817504882812,45.82866668701172
21.7982120513916,112.16138458251952,45.916690826416016
21.607141494750977,99.07306671142578,43.38141250610352
21.982465744018555,101.13335418701172,45.29767990112305
22.037059783935547,106.65733337402344,46.680809020996094
22.043886184692383,107.41374969482422,45.48387908935547
23.08796119689941,109.0659637451172,46.41482925415039
23.001523971557617,107.00568389892578,46.84927749633789
23.788558959960938,110.15084838867188,47.51424407958984
24.09109115600586,111.32532501220705,47.75363159179688
23.92731475830078,113.1566925048828,47.46990585327149
25.019153594970703,115.51556396484376,49.26976776123047
24.689327239990234,113.10693359375,48.28561019897461
25.48546600341797,109.99160766601562,49.074703216552734
24.31856155395508,111.76325225830078,49.99679183959961
23.902292251586918,109.5835189819336,46.20203399658203
21.32281494140625,117.02845001220705,44.21599197387695
21.33820533752441,117.25736236572266,44.27806091308594
21.1711483001709,118.95934295654295,45.26221466064453
21.395421981811523,116.79952239990234,45.09668350219727
22.06824111938477,115.4260025024414,44.66810607910156
22.96534919738769,118.81999206542967,46.71269607543945
22.409236907958984,117.91426849365234,46.23949432373047
22.805156707763672,118.00383758544922,46.08771133422852
22.23073005676269,114.06241607666016,44.364540100097656
21.94924545288086,113.8434600830078,45.70378875732422
21.06358528137207,108.4588394165039,43.239593505859375
21.94466209411621,113.6543426513672,45.67700958251953
22.125459671020508,116.6900405883789,46.69483184814453
22.608341217041016,116.73980712890624,47.980499267578125
22.876096725463867,121.34807586669922,49.91793441772461
22.1231689453125,120.65137481689452,50.67683029174805
24.269805908203125,123.72686767578124,50.51611328125
24.730318069458008,124.5629425048828,51.74822998046875
24.8338565826416,124.3141098022461,52.051795959472656
25.130674362182617,123.7865982055664,51.71139907836914
25.04553604125977,123.7865982055664,52.00786209106445
24.57845115661621,125.9464111328125,52.196533203125
24.78783416748047,125.91655731201172,51.81021881103516
23.729406356811523,126.5037841796875,50.49856185913086
26.59175491333008,127.74794006347656,51.37900161743164
26.126972198486328,129.33047485351562,51.89108276367188
26.02113342285156,128.0863494873047,52.061771392822266
25.88997840881348,128.16595458984375,51.58563232421875
26.24431800842285,128.3849334716797,51.92701721191406
26.91619110107422,127.2204132080078,51.13641357421875
26.94840431213379,129.4996795654297,51.6844367980957
27.208406448364254,131.66943359375,54.79288101196289
26.12467193603516,130.3755340576172,53.83160400390625
25.17182159423828,120.18357849121094,52.74454116821289
24.92898368835449,120.23334503173828,52.73556518554688
25.43777847290039,115.79425811767578,53.95105743408203
25.856386184692383,120.9001922607422,55.28061294555664
25.777751922607425,120.30301666259766,55.25348663330078
25.23426055908203,116.879150390625,54.46660614013672
26.353626251220703,119.11859130859376,56.049415588378906
26.786108016967773,120.00442504882812,56.60113906860352
27.07288360595703,118.4815902709961,57.46942138671875
27.00350570678711,116.3715362548828,56.971954345703125
26.83235740661621,118.13324737548828,56.34787368774414
27.5469970703125,123.76667785644533,56.637306213378906
27.752826690673828,127.27017211914062,56.55590057373047
27.77133178710937,128.3251953125,56.944820404052734
28.20381164550781,131.55995178222656,59.495399475097656
29.725595474243164,130.22622680664062,57.13476943969727
30.5373649597168,133.5704803466797,57.28853225708008
31.361940383911133,133.2221221923828,58.75506210327149
31.752174377441406,133.0927276611328,58.6822624206543
31.80558013916016,135.77012634277344,58.4456787109375
32.46757507324219,136.5265350341797,58.46387481689453
32.21207427978516,137.59153747558594,58.90065383911133
32.62553405761719,139.06460571289062,58.91884994506836
32.48151016235352,137.86024475097656,58.42748260498047
32.72309494018555,139.66177368164062,59.23733139038086
33.36881256103516,141.38365173339844,59.92887496948242
33.36881256103516,140.5077667236328,59.81060028076172
32.93678283691406,138.92523193359375,59.35562896728516
32.67662048339844,141.60263061523438,59.182743072509766
33.57088851928711,145.80284118652344,61.80337524414063
34.04704666137695,151.7448272705078,63.15918350219727
34.59987258911133,149.53524780273438,62.786094665527344
35.90652084350586,149.336181640625,62.294734954833984
35.04356384277344,144.1705322265625,61.75495147705078
35.871543884277344,147.37542724609375,62.853153228759766
35.84122467041016,151.66519165039062,64.43636322021484
35.9018669128418,152.90931701660156,66.14772033691406
34.74736022949219,148.8982391357422,64.35401153564453
33.65347671508789,149.09730529785156,63.96962356567383
34.022003173828125,153.1880340576172,64.3082504272461
33.52286911010742,149.87364196777344,63.33819961547852
33.46922302246094,147.7337188720703,62.38640975952149
33.83307266235352,152.77993774414062,64.0428695678711
34.7613410949707,159.2196044921875,66.60531616210938
35.064544677734375,163.75820922851562,67.92312622070312
35.792240142822266,164.83314514160156,67.7675552368164
34.996910095214844,169.06320190429688,66.42225646972656
37.04005432128906,171.17324829101562,66.25753784179688
36.87408828735352,167.29156494140625,66.34904479980469
36.96305847167969,166.12704467773438,66.6105728149414
37.45945739746094,167.91860961914062,66.90496063232422
38.14553451538086,167.26168823242188,67.2085952758789
37.9511947631836,169.919189453125,67.72379302978516
37.81538391113281,172.69607543945312,68.78184509277344
37.4360466003418,170.8348388671875,69.28784942626953
35.91641616821289,170.3073272705078,68.27582550048828
36.11309051513672,166.8934326171875,67.94459533691406
36.171630859375,169.16275024414062,68.32181549072266
36.49008560180664,171.69082641601562,70.18950653076172
36.75935745239258,172.9250030517578,71.29353332519531
36.52287292480469,173.74114990234375,71.6799545288086
36.62355041503906,169.7997283935547,72.34236145019531
39.580867767333984,179.21536254882812,76.52852630615234
40.80079650878906,179.3248291015625,77.71536254882812
41.046180725097656,177.62286376953125,77.16336059570312
40.207252502441406,178.74755859375,76.93136596679688
41.11431884765625,180.0215606689453,76.84815216064453
39.82655334472656,174.30848693847656,77.06079864501953
39.8641471862793,172.01927185058594,75.44266510009766
40.57617950439453,178.20013427734375,78.80840301513672
40.88166809082031,179.3347930908203,80.30634307861328
41.126075744628906,176.6175994873047,79.05805969238281
40.20255279541016,177.08538818359375,79.261474609375
40.66078567504883,183.4653167724609,80.54676055908203
40.95687103271485,186.9588623046875,81.20329284667969
42.08719253540039,176.7668914794922,83.34847259521484
41.60309982299805,188.46177673339844,84.97586822509766
39.469364166259766,185.10757446289065,86.84366607666016
37.7163200378418,189.3874053955078,84.86490631103516
36.4591178894043,170.77513122558594,78.60498046875
39.49108123779297,178.67788696289062,84.3624267578125
40.36409759521485,177.075439453125,84.99412536621094
42.09125518798828,180.6087951660156,87.51173400878906
41.72080993652344,179.5537567138672,86.9914779663086
42.46641540527344,184.36111450195312,89.68557739257812
42.15260696411133,182.99752807617188,87.49312591552734
40.41129684448242,168.5954132080078,85.91386413574219
39.71995162963867,151.50596618652344,83.1175765991211
39.73175811767578,155.37771606445312,83.34052276611328
40.12342071533203,157.1891632080078,84.32524871826172
41.22768020629883,163.74826049804688,86.47126007080078
40.77229690551758,167.3114776611328,89.28614044189453
38.61334228515625,158.94091796875,85.75592803955078
39.89927673339844,173.04443359375,88.25493621826172
43.68864059448242,177.1351776123047,89.3883285522461
44.6695442199707,186.11285400390625,90.7632293701172
44.290565490722656,182.8979949951172,89.73843383789062
44.61507415771485,186.0232696533203,92.05233764648438
44.41136932373047,186.78965759277344,92.32291412353516
45.78752136230469,192.03494262695312,95.34593200683594
45.29485702514648,190.6415100097656,94.28227996826172
44.72875595092773,194.9312896728516,93.42388916015624
43.928165435791016,200.5547790527344,94.36624908447266
43.62025833129883,194.9213409423828,91.00735473632812
43.56340789794922,191.82591247558597,92.4162139892578
45.0864143371582,202.585205078125,95.28062438964844
45.21905899047852,206.2579040527344,97.8837432861328
45.34459686279297,208.9552001953125,99.15267181396484
46.00070571899414,175.43316650390625,102.2782974243164
47.727420806884766,170.8448028564453,99.16200256347656
49.05619430541992,182.94776916503903,101.58785247802734
49.646575927734375,179.2053985595703,100.96273803710938
51.71688079833984,172.98472595214844,100.76119232177734
51.22010040283203,172.08892822265625,100.74246215820312
53.00041198730469,175.07485961914062,104.91975402832033
53.925025939941406,166.395751953125,101.61351776123048
53.20720291137695,165.16159057617188,104.18920135498048
51.78818130493164,159.8267364501953,105.03216552734376
51.73588943481445,162.16571044921875,107.01781463623048
53.46865463256836,168.0479736328125,107.15829467773438
55.1610221862793,161.66806030273438,107.87012481689452
53.925025939941406,157.1593017578125,105.14456176757812
51.6645736694336,152.79986572265625,100.77989959716795
52.12807846069336,153.32736206054688,101.77275848388672
52.24455261230469,150.24191284179688,101.4355697631836
52.0211181640625,151.07797241210938,100.03998565673828
48.43436050415039,149.23663330078125,100.892333984375
46.31356048583984,140.88601684570312,100.0962142944336
46.16090393066406,138.87550354003906,101.86436462402344
41.09471893310547,131.112060546875,96.9541244506836
42.826393127441406,138.0294647216797,103.6516571044922
41.67433547973633,138.97500610351562,102.71097564697266
40.33383941650391,143.82215881347656,102.60749816894533
39.61112594604492,142.98611450195312,97.80069732666016
35.02198791503906,123.47804260253906,88.5445785522461
37.6242561340332,130.4750518798828,95.54310607910156
35.28435134887695,137.4024200439453,96.0040283203125
36.32430648803711,143.1254425048828,96.70013427734376
37.17582321166992,147.60435485839844,99.82312774658205
36.42211151123047,145.14593505859375,99.89837646484376
39.41552734375,149.71438598632812,100.06769561767578
41.545528411865234,170.3571014404297,100.85785675048828
40.585880279541016,165.01229858398438,99.0047378540039
40.82302474975586,161.7377166748047,101.79853057861328
41.433876037597656,161.13058471679688,104.83114624023438
41.47698211669922,160.69265747070312,105.83248901367188
41.805152893066406,171.70077514648438,105.56800079345705
43.33584213256836,171.11354064941406,107.33454132080078
45.03899002075195,159.7172393798828,111.06603240966795
45.76482009887695,163.56910705566406,110.57479095458984
45.2066650390625,164.77340698242188,110.4614486694336
46.79485321044922,172.7259521484375,113.33325958251952
47.78894805908203,176.7469940185547,112.6814422607422
47.72428131103516,178.80726623535156,114.35352325439452
48.99385452270508,180.5888671875,116.91361236572266
48.938758850097656,190.59173583984372,122.70451354980467
50.100547790527344,191.6268615722656,119.2280731201172
48.60340118408203,188.65087890625,118.5667953491211
45.3663330078125,179.88221740722656,117.8299560546875
44.02693939208984,181.8628692626953,119.67890167236328
43.03622055053711,180.21067810058597,119.69786071777344
42.098419189453125,176.6374969482422,117.27051544189452
44.53913497924805,167.54039001464844,121.19595336914062
46.69612121582031,174.21890258789062,124.67575073242188
47.72050094604492,187.58590698242188,128.1555938720703
47.75175857543945,191.696533203125,130.6398162841797
47.593048095703125,192.09466552734372,127.01778411865234
49.110389709472656,195.47869873046875,129.95712280273438
48.5140380859375,200.2860412597656,131.22769165039062
48.89878463745117,200.85337829589844,129.20809936523438
50.21894073486328,201.4107666015625,132.0715789794922
50.42092514038086,195.0208740234375,133.72137451171875
49.05989837646485,188.13333129882807,129.80538940429688
48.91802215576172,189.2679901123047,131.69232177734375
48.93974304199219,178.8669891357422,127.45978546142578
50.77665328979492,182.94776916503903,130.58013916015625
49.842506408691406,179.51394653320312,128.8582305908203
50.3856086730957,184.79904174804688,131.15097045898438
51.47665023803711,186.6105194091797,132.3306121826172
53.84941101074219,186.59060668945312,130.8275146484375
53.77216339111328,187.2574462890625,131.77882385253906
52.54354095458984,180.42962646484372,130.69432067871094
54.061805725097656,177.24464416503906,132.26402282714844
54.79561614990234,179.603515625,131.3983154296875
55.5390739440918,179.1855010986328,132.3306121826172
56.572174072265625,188.66085815429688,133.5768585205078
57.921485900878906,181.48464965820312,129.73345947265625
60.11562728881836,188.5115509033203,137.17286682128906
61.74977493286133,192.71176147460935,136.7257537841797
62.80915069580078,189.52674865722656,137.23947143554688
64.02936553955078,192.2837677001953,140.14100646972656
64.47000122070312,198.385009765625,143.07115173339844
64.48936462402344,198.852783203125,144.3598175048828
63.95430755615234,198.7632293701172,142.7561798095703
65.54006958007812,200.10690307617188,144.85621643066406
65.72166442871094,195.82708740234372,146.278564453125
67.72628784179688,201.55007934570312,147.357177734375
68.8230209350586,204.1578063964844,150.23046875
71.0939712524414,204.2871856689453,150.5359649658203
72.24154663085938,212.06056213378903,150.42135620117188
76.73741912841797,220.8690490722656,155.86236572265625
77.16593933105469,221.0979461669922,159.50894165039062
77.06427764892578,216.9176788330078,157.5424346923828
78.41036224365234,208.54710388183597,164.9308624267578
77.82447052001953,209.12440490722656,171.72743225097656
77.5626449584961,206.2180938720703,176.06109619140625
77.41461944580078,216.7783203125,178.72439575195312
72.36202239990234,199.7784423828125,163.57225036621094
66.33873748779297,191.5671539306641,155.07254028320312
71.0855484008789,184.3013916015625,159.1501007080078
66.84107208251953,169.44143676757812,147.0513458251953
61.36382293701172,148.71910095214844,140.29368591308594
54.44988250732422,147.40528869628906,130.15711975097656
60.12129974365234,156.05450439453125,143.28965759277344
59.43936538696289,157.4479522705078,148.611572265625
64.56961059570312,173.4624786376953,158.0589141845703
69.02520751953125,176.13986206054688,164.5198974609375
65.12776947021484,169.998779296875,160.6337127685547
68.71943664550781,186.62045288085935,166.59695434570312
70.1512222290039,201.3211669921875,167.09466552734375
73.71134185791016,210.2689971923828,175.7379913330078
74.86231231689453,204.1378936767578,172.05288696289062
76.19822692871094,215.86264038085935,175.76678466796875
77.07180786132812,231.1107635498047,174.2790069580078
78.31768035888672,230.82212829589844,175.4883575439453
80.66586303710938,229.6874847412109,179.68287658691406
81.73654174804688,223.3772125244141,178.7902374267578
85.55448913574219,234.4251251220703,186.44021606445312
89.18993377685547,241.1036834716797,193.80224609375
88.03407287597656,219.60501098632807,190.4715576171875
90.97115325927734,239.1528778076172,202.2392578125
93.36315155029295,243.92041015625,205.08995056152344
93.94957733154295,239.79981994628903,195.7314910888672
94.67958068847656,238.74478149414065,203.24708557128903
90.7667465209961,229.04054260253903,193.9078063964844
106.0336456298828,250.778076171875,207.84469604492188
108.34566497802734,267.1807861328125,203.94778442382807
112.14613342285156,260.0742492675781,200.31956481933597
112.82623291015624,261.35821533203125,201.76597595214844
121.71670532226562,279.50274658203125,208.27980041503903
125.82674407958984,291.8246459960937,216.9970245361328
117.94794464111328,281.4037780761719,206.1438140869141
109.2110595703125,265.3593444824219,196.3105010986328
107.5923843383789,253.6246795654297,195.23287963867188
104.4525909423828,247.8518829345703,193.0006103515625
111.24899291992188,260.5619812011719,199.41824340820312
113.5989990234375,263.4085693359375,202.42022705078125
114.05729675292967,263.2095031738281,207.644775390625
117.70416259765624,265.46881103515625,211.34909057617188
113.95980072021484,277.4224853515625,206.6729736328125
113.69652557373048,281.9611511230469,205.1816253662109
106.0615005493164,260.13397216796875,194.67481994628903
115.93415069580078,292.0336608886719,215.25552368164065
116.44206237792967,273.7896423339844,207.28880310058597
115.28946685791016,270.6942138671875,203.6254425048828
112.49585723876952,275.6210021972656,206.3072509765625
119.87056732177734,285.205810546875,208.5742950439453
120.8766632080078,284.2403259277344,206.7220764160156
119.5677719116211,272.26678466796875,205.72845458984372
125.7117156982422,273.1924133300781,211.6708984375
127.91921997070312,266.852294921875,213.21441650390625
130.6151580810547,270.5946655273437,213.85110473632807
123.6604995727539,262.0748596191406,204.754150390625
125.8094253540039,249.9121551513672,207.3394927978516
124.86190795898438,259.8752136230469,208.796142578125
139.60153198242188,276.70587158203125,221.42385864257807
128.89605712890625,257.11822509765625,223.7680206298828
134.19992065429688,265.2398986816406,233.463134765625
132.44398498535156,270.5946655273437,234.2445373535156
127.99298858642578,272.2867126464844,236.11834716796875
123.1213607788086,264.61285400390625,225.5500946044922
125.00938415527344,263.6673583984375,229.09860229492188
118.77796936035156,263.040283203125,223.93536376953125
119.3062515258789,272.5952453613281,229.28233337402344
122.0453109741211,282.677734375,229.19528198242188
119.87361145019533,289.2666931152344,229.71743774414065
118.74862670898438,289.4557800292969,227.4549102783203
123.1604995727539,307.4609375,240.82717895507807
130.1060028076172,310.9942626953125,247.3827972412109
131.5733642578125,306.3760681152344,250.91200256347656
130.5951385498047,300.05584716796875,251.95626831054688
131.4657745361328,302.14599609375,253.30026245117188
129.656005859375,321.0667724609375,243.5248565673828
127.59307861328124,317.583251953125,244.1049652099609
122.4583969116211,303.8280639648437,234.98709106445312
122.18402862548828,312.11895751953125,235.61691284179688
124.349609375,326.2523803710937,243.95152282714844
121.78226470947266,327.5860595703125,239.76483154296875
123.36969757080078,335.0010986328125,245.9770050048828
124.79053497314452,329.7060852050781,249.93109130859372
129.1413116455078,334.93145751953125,252.8481903076172
131.012939453125,338.9923095703125,257.0833435058594
133.59005737304688,350.2393493652344,263.02410888671875
139.16571044921875,351.1251220703125,269.0909423828125
141.59588623046875,351.5033569335937,268.761474609375
143.4479217529297,339.5596618652344,272.0855407714844
143.8496551513672,349.5426025390625,277.309326171875
142.06622314453125,371.5289611816406,277.3867492675781
144.3983917236328,349.59234619140625,278.25897216796875
143.36842346191406,359.9136657714844,279.431640625
146.32232666015625,361.4763793945313,283.81219482421875
143.967041015625,353.45416259765625,288.1618347167969
145.59616088867188,366.6618957519531,293.24981689453125
149.00148010253906,377.6003723144531,293.1235656738281
